id_personne,nom_artiste,libelle_metier,note_artiste
1,Thiebault JeanBaptiste,graveur,graveur
2,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
2,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
3,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
2,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
4,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
5,Thiébault JeanBaptiste,graveur,graveur
6,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
6,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
6,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
7,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
7,Dubuc P,,
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Letourmy JeanBaptiste,éditeur,éditeur
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
1,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
2,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
2,Dubuc P,graveur,graveur
3,Georgin François,graveur,graveur
2,Pellerin,imprimeur,"éditeur, imprimeur"
2,Pellerin,éditeur,"éditeur, imprimeur"
3,Pellerin,éditeur,"éditeur, imprimeur"
3,Pellerin,imprimeur,"éditeur, imprimeur"
2,Pellerin,éditeur,"éditeur, imprimeur"
3,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Thiebault JeanBaptiste,graveur,graveur
9,Georgin François,graveur,graveur
9,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Thiébault JeanBaptiste,graveur,graveur
8,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Thiébault JeanBaptiste,graveur,graveur
9,Thiébault JeanBaptiste,graveur,graveur
8,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Thiébault JeanBaptiste,graveur,graveur
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
6,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
1,Pellerin,imprimeur,"éditeur, imprimeur"
2,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Letourmy JeanBaptiste,éditeur,éditeur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
5,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
5,Letourmy JeanBaptiste,éditeur,éditeur
6,Letourmy JeanBaptiste,éditeur,éditeur
5,Letourmy JeanBaptiste,éditeur,éditeur
5,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
5,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
5,Letourmy JeanBaptiste,éditeur,éditeur
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Thiebault JeanBaptiste,graveur,graveur
9,Thiebault JeanBaptiste,graveur,graveur
9,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Letourmy JeanBaptiste,éditeur,éditeur
9,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
3,Pellerin,éditeur,"éditeur, imprimeur"
3,Georgin François,graveur,graveur
2,Georgin François,graveur,graveur
2,Pellerin,imprimeur,"éditeur, imprimeur"
3,Pellerin,imprimeur,"éditeur, imprimeur"
3,Pellerin,éditeur,"éditeur, imprimeur"
2,Pellerin,éditeur,"éditeur, imprimeur"
2,Letourmy JeanBaptiste,éditeur,éditeur
3,Letourmy JeanBaptiste,éditeur,éditeur
2,Letourmy JeanBaptiste,éditeur,éditeur
3,Letourmy JeanBaptiste,éditeur,éditeur
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
9,Letourmy JeanBaptiste,éditeur,éditeur
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Letourmy JeanBaptiste,éditeur,éditeur
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Letourmy JeanBaptiste,éditeur,éditeur
8,Letourmy JeanBaptiste,éditeur,éditeur
9,Letourmy JeanBaptiste,éditeur,éditeur
5,Letourmy JeanBaptiste,éditeur,éditeur
5,Georgin François,graveur,graveur
6,Georgin François,graveur,graveur
6,Letourmy JeanBaptiste,éditeur,éditeur
5,Letourmy JeanBaptiste,éditeur,éditeur
1,Georgin François,graveur,graveur
2,Georgin François,graveur,graveur
2,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
1,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Letourmy JeanBaptiste,éditeur,éditeur
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
2,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
3,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
2,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
7,Pellerin,éditeur,"éditeur, imprimeur"
7,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Thiébault JeanBaptiste,graveur,graveur
2,Thiébault JeanBaptiste,graveur,graveur
2,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
5,Thiébault JeanBaptiste,graveur,graveur
5,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
5,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
1,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Thiébault JeanBaptiste,graveur,graveur
8,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
8,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
8,Thiébault JeanBaptiste,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
6,Pellerin,imprimeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
2,Pellerin,éditeur,"éditeur, imprimeur"
2,Georgin François,graveur,graveur
1,Georgin François,graveur,graveur
1,Pellerin,imprimeur,"éditeur, imprimeur"
1,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Letourmy JeanBaptiste,éditeur,éditeur
6,Letourmy JeanBaptiste,éditeur,éditeur
6,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
6,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
6,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
6,Letourmy JeanBaptiste,éditeur,éditeur
9,Letourmy JeanBaptiste,éditeur,éditeur
9,Thiebault JeanBaptiste,graveur,graveur
9,Lacour Jacques Stanislas Prosper Hubert,imprimeur,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,libraire,"imprimeur, libraire, éditeur"
9,Lacour Jacques Stanislas Prosper Hubert,éditeur,"imprimeur, libraire, éditeur"
9,Letourmy JeanBaptiste,éditeur,éditeur
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Georgin François,graveur,graveur
9,Thiebault JeanBaptiste,graveur,graveur
8,Thiebault JeanBaptiste,graveur,graveur
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
1,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
9,Georgin François,graveur,graveur
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,imprimeur,"éditeur, imprimeur"
5,Pellerin,éditeur,"éditeur, imprimeur"
5,Georgin François,graveur,graveur
5,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
6,Pellerin,éditeur,"éditeur, imprimeur"
6,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
8,Pellerin,éditeur,"éditeur, imprimeur"
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Georgin François,graveur,graveur
8,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,éditeur,"éditeur, imprimeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
1,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
1,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,imprimeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,libraire,"imprimeur, libraire, éditeur"
8,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Abadie Cadet Louis,éditeur,"imprimeur, libraire, éditeur"
9,Georgin François,graveur,graveur
8,Pellerin,imprimeur,"éditeur, imprimeur"
9,Pellerin,imprimeur,"éditeur, imprimeur"
